Valuation Date, Symbology, Ticker, Field Name, Value
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-50Y, MarketValue,0.01115
2020-10-28, muRisQ-Ticker,EUR-EURIBOR-3M, MarketValue,-0.0045
2020-10-28, muRisQ-Ticker,EUR-EURIBOR-3M-FRA-3Mx6M, MarketValue,-0.0035
2020-10-28, muRisQ-Ticker,EUR-EURIBOR-3M-FRA-6Mx9M, MarketValue,-0.0025
2020-10-28, muRisQ-Ticker,EUR-EURIBOR-3M-FRA-9Mx12M, MarketValue,-0.0015
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-2Y, MarketValue,0.0005
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-3Y, MarketValue,0.0005
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-4Y, MarketValue,0.0005
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-5Y, MarketValue,0.0005
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-6Y, MarketValue,0.0005
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-7Y, MarketValue,0.0005
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-8Y, MarketValue,0.0005
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-9Y, MarketValue,0.0005
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-10Y, MarketValue,0.0005
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-15Y, MarketValue,0.0005
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-20Y, MarketValue,0.0005
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-30Y, MarketValue,0.0005
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-40Y, MarketValue,0.0005
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-EURIBOR-6M-50Y, MarketValue,0.0005
2020-10-28, muRisQ-Ticker,EUR-EURIBOR-6M, MarketValue,-0.004
2020-10-28, muRisQ-Ticker,EUR-EURIBOR-6M-FRA-6Mx12M, MarketValue,-0.003
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-2Y, MarketValue,0.001
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-3Y, MarketValue,0.002
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-4Y, MarketValue,0.003
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-5Y, MarketValue,0.004
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-6Y, MarketValue,0.005
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-7Y, MarketValue,0.006
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-8Y, MarketValue,0.007
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-9Y, MarketValue,0.008
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-10Y, MarketValue,0.009
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-15Y, MarketValue,0.01
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-20Y, MarketValue,0.011
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-30Y, MarketValue,0.012
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-40Y, MarketValue,0.013
2020-10-28, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-50Y, MarketValue,0.013
