Valuation Date, Symbology, Ticker, Field Name, Value
2020-12-10, muRisQ-Ticker,EUR-USD-FWD-1M, MarketValue,0.001375
2020-12-10, muRisQ-Ticker,EUR-USD-FWD-3M, MarketValue,0.00295
2020-12-10, muRisQ-Ticker,EUR-USD-FWD-6M, MarketValue,0.005425
2020-12-10, muRisQ-Ticker,EUR-USD-FWD-1Y, MarketValue,0.0105
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-USD-LIBOR-3M-1Y, MarketValue,-0.001
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-USD-LIBOR-3M-2Y, MarketValue,-0.001025
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-USD-LIBOR-3M-3Y, MarketValue,-0.001075
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-USD-LIBOR-3M-4Y, MarketValue,-0.00115
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-USD-LIBOR-3M-5Y, MarketValue,-0.001275
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-USD-LIBOR-3M-7Y, MarketValue,-0.001575
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-USD-LIBOR-3M-10Y, MarketValue,-0.001775
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-USD-LIBOR-3M-15Y, MarketValue,-0.001875
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-USD-LIBOR-3M-20Y, MarketValue,-0.00185
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-USD-LIBOR-3M-30Y, MarketValue,-0.0013
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-USD-LIBOR-3M-40Y, MarketValue,-0.0013
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-USD-LIBOR-3M-50Y, MarketValue,-0.0013
,,,,
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M, MarketValue,-0.00485
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-1MX4M, MarketValue,-0.00485
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-3MX6M, MarketValue,-0.0056
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-6MX9M, MarketValue,-0.00565
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-3M-9MX12M, MarketValue,-0.0058
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-1Y, MarketValue,-0.0057
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-2Y, MarketValue,-0.00575
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-3Y, MarketValue,-0.005675
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-4Y, MarketValue,-0.0055
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-5Y, MarketValue,-0.0052
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-7Y, MarketValue,-0.0044
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-10Y, MarketValue,-0.003
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-15Y, MarketValue,-0.001
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-20Y, MarketValue,-0.00015
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-30Y, MarketValue,-0.00025
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-40Y, MarketValue,-0.0007
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-3M-50Y, MarketValue,-0.0011
,,,,
2020-12-10, muRisQ-Ticker,EUR-FIXED-TERM-EONIA-OIS-1M, MarketValue,-0.0048
2020-12-10, muRisQ-Ticker,EUR-FIXED-TERM-EONIA-OIS-2M, MarketValue,-0.0048
2020-12-10, muRisQ-Ticker,EUR-FIXED-TERM-EONIA-OIS-3M, MarketValue,-0.00485
2020-12-10, muRisQ-Ticker,EUR-FIXED-TERM-EONIA-OIS-6M, MarketValue,-0.00505
2020-12-10, muRisQ-Ticker,EUR-FIXED-TERM-EONIA-OIS-12M, MarketValue,-0.00525
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EONIA-OIS-2Y, MarketValue,-0.0055
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EONIA-OIS-3Y, MarketValue,-0.0055
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EONIA-OIS-4Y, MarketValue,-0.00545
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EONIA-OIS-5Y, MarketValue,-0.005525
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EONIA-OIS-6Y, MarketValue,-0.005
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EONIA-OIS-7Y, MarketValue,-0.0047
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EONIA-OIS-8Y, MarketValue,-0.0043
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EONIA-OIS-9Y, MarketValue,-0.0039
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EONIA-OIS-10Y, MarketValue,-0.00345
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EONIA-OIS-15Y, MarketValue,-0.00165
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EONIA-OIS-20Y, MarketValue,-0.00085
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EONIA-OIS-30Y, MarketValue,-0.001
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EONIA-OIS-40Y, MarketValue,-0.0015
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EONIA-OIS-50Y, MarketValue,-0.00185
,,,,
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-1M, MarketValue,-0.00565
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-2M, MarketValue,-0.00565
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-3M, MarketValue,-0.0057
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-6M, MarketValue,-0.0059
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-1Y, MarketValue,-0.0061
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-2Y, MarketValue,-0.00635
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-3Y, MarketValue,-0.00635
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-4Y, MarketValue,-0.0063
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-5Y, MarketValue,-0.006375
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-6Y, MarketValue,-0.00585
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-7Y, MarketValue,-0.00555
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-8Y, MarketValue,-0.00515
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-9Y, MarketValue,-0.00475
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-10Y, MarketValue,-0.0043
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-15Y, MarketValue,-0.0025
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-20Y, MarketValue,-0.0017
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-30Y, MarketValue,-0.00185
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-40Y, MarketValue,-0.00235
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-ESTR-OIS-50Y, MarketValue,-0.0027
,,,,
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-6M, MarketValue,-0.0052
2020-12-10, muRisQ-Ticker,EUR-EURIBOR-6M-6Mx12M, MarketValue,-0.0054
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-2Y, MarketValue,-0.0055
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-3Y, MarketValue,-0.0054
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-4Y, MarketValue,-0.00525
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-5Y, MarketValue,-0.005
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-6Y, MarketValue,-0.0047
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-7Y, MarketValue,-0.0043
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-8Y, MarketValue,-0.0039
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-9Y, MarketValue,-0.0035
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-10Y, MarketValue,-0.00305
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-15Y, MarketValue,-0.0013
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-20Y, MarketValue,-0.00055
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-30Y, MarketValue,-0.0008
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-40Y, MarketValue,-0.0014
2020-12-10, muRisQ-Ticker,EUR-FIXED-1Y-EURIBOR-6M-50Y, MarketValue,-0.00185
